group_id	parent_theme	parent_group
764668	\N	763795
764669	\N	763795
764670	\N	763795
764671	\N	763795
764672	\N	763795
764673	\N	763795
764674	\N	763795
764675	\N	763583
764676	\N	763583
764677	\N	763583
764678	\N	763700
764679	\N	763700
764680	\N	763700
764681	\N	763700
764682	\N	763534
764683	\N	763581
764684	\N	763581
764685	\N	763452
764686	\N	763452
764687	\N	763290
764688	\N	763290
764689	\N	763290
764690	\N	763290
764691	\N	763290
764692	\N	763290
764693	\N	763290
764694	\N	763290
764695	\N	763290
764696	\N	763291
764697	\N	763291
764698	\N	763291
764699	\N	763552
764700	\N	763293
764701	\N	763293
764702	\N	763293
764703	\N	763293
764704	\N	763293
764705	\N	763294
764706	\N	763356
764707	\N	764305
764708	\N	763298
764709	\N	763299
764710	\N	763299
764711	\N	763299
764712	\N	763299
764713	\N	763299
764714	\N	763363
764715	\N	763536
764716	\N	763394
764717	\N	763394
764718	\N	763343
764719	\N	763343
764720	\N	763343
764721	\N	763343
764722	\N	763270
764723	\N	763270
764724	\N	763270
764725	\N	763270
764726	\N	763270
764727	\N	763270
764728	\N	763270
764729	\N	763270
764730	\N	763273
764731	\N	763273
764732	\N	763273
764733	\N	763507
764734	\N	763791
764735	\N	764665
764736	\N	764665
764737	\N	763798
764738	\N	763798
764739	\N	763798
764740	\N	763405
764741	\N	763405
764742	\N	763595
764743	\N	763456
764744	\N	763456
764745	\N	763456
764746	\N	763456
764747	\N	763456
764748	\N	763456
764749	\N	763596
764750	\N	763507
764751	\N	763302
764752	\N	763302
764753	\N	763302
764754	\N	763583
764755	\N	763583
764756	\N	763381
764757	\N	763381
764758	\N	763455
764759	\N	763455
764760	\N	763455
764761	\N	763455
764762	\N	763455
764763	\N	763455
764764	\N	763455
764765	\N	763455
764766	\N	763455
764767	\N	763455
764768	\N	763455
764769	\N	763455
764770	\N	763455
764771	\N	763455
764772	\N	763455
764773	\N	763455
764774	\N	763455
764775	\N	763455
764776	\N	763455
764777	\N	763455
764778	\N	763436
764779	\N	763436
764780	\N	763436
764781	\N	763407
764782	\N	763549
764783	\N	763549
764784	\N	763365
764785	\N	763365
764786	\N	763290
764787	\N	763290
764788	\N	763290
764789	\N	763290
764790	\N	763290
764791	\N	763291
764792	\N	763291
764793	\N	763291
764794	\N	763552
764795	\N	763552
764796	\N	763552
764797	\N	763552
764798	\N	763552
764799	\N	763552
764800	\N	763294
764801	\N	763294
764802	\N	763294
764803	\N	763294
764804	\N	763294
764805	\N	763294
764806	\N	763295
764807	\N	763295
764808	\N	763295
764809	\N	763295
764810	\N	763295
764811	\N	763295
764812	\N	763356
764813	\N	763356
764814	\N	764305
764815	\N	763266
764816	\N	763266
764817	\N	763266
764818	\N	763266
764819	\N	763266
764820	\N	763266
764821	\N	763266
764822	\N	763266
764823	\N	763266
764824	\N	763266
764825	\N	763266
764826	\N	763266
764827	\N	763266
764828	\N	763266
764829	\N	763266
764830	\N	763507
764831	\N	763507
764832	\N	763553
764833	\N	763244
764834	\N	763244
764835	\N	763245
764836	\N	763246
764837	\N	763246
764838	\N	763432
764839	\N	763432
764840	\N	763501
764841	\N	763560
764842	\N	763486
764843	\N	763467
764844	\N	763376
764845	\N	763467
764846	\N	763467
764847	\N	763467
764848	\N	763467
764849	\N	763336
764850	\N	763336
764851	\N	763336
764852	\N	763336
764853	\N	763555
764854	\N	763555
764855	\N	763555
764856	\N	763555
764857	\N	763560
764858	\N	763560
764859	\N	763381
764860	\N	763560
764861	\N	763393
764862	\N	763567
764863	\N	763567
764864	\N	763567
764865	\N	763805
764866	\N	763261
764867	\N	763507
764868	\N	763376
764869	\N	763291
764870	\N	763356
764871	\N	763299
764872	\N	763299
764873	\N	763381
764874	\N	763381
764875	\N	763494
764876	\N	763576
764877	\N	763576
764878	\N	763576
764879	\N	763426
764880	\N	763456
764881	\N	763519
764882	\N	763520
764883	\N	763521
764884	\N	763521
764885	\N	763525
764886	\N	763527
764887	\N	763527
764888	\N	763528
764889	\N	763528
764890	\N	763528
764891	\N	763532
764892	\N	763534
764893	\N	763534
764894	\N	763535
764895	\N	763535
764896	\N	763537
764897	\N	763261
764898	\N	763261
764899	\N	763261
764900	\N	763261
764901	\N	763437
764902	\N	763591
764903	\N	763591
764904	\N	763591
764905	\N	763591
764906	\N	763382
764907	\N	763302
764908	\N	763302
764909	\N	763302
764910	\N	763302
764911	\N	763302
764912	\N	763363
764913	\N	763363
764914	\N	763363
764915	\N	763363
764916	\N	763363
764917	\N	763363
764918	\N	763363
764919	\N	763363
764920	\N	763363
764921	\N	763363
764922	\N	763363
764923	\N	763363
764924	\N	763363
764925	\N	763363
764926	\N	763367
764927	\N	763367
764928	\N	763367
764929	\N	763367
764930	\N	763367
764931	\N	763580
764932	\N	763580
764933	\N	763581
764934	\N	763581
764935	\N	763581
764936	\N	763581
764937	\N	763581
764938	\N	763581
764939	\N	763583
764940	\N	763579
764941	\N	763599
764942	\N	763599
764943	\N	763599
764944	\N	763599
764945	\N	763599
764946	\N	763599
764947	\N	763599
764948	\N	763599
764949	\N	763599
764950	\N	763599
764951	\N	763599
764952	\N	763599
764953	\N	763599
764954	\N	763599
764955	\N	763599
764956	\N	763599
764957	\N	763599
764958	\N	763599
764959	\N	763599
764960	\N	763599
764961	\N	763599
764962	\N	763599
764963	\N	763599
764964	\N	763599
764965	\N	763599
764966	\N	763599
764967	\N	763599
764968	\N	763599
764969	\N	763599
764970	\N	763599
764971	\N	763599
764972	\N	763599
764973	\N	763599
764974	\N	763599
764975	\N	763599
764976	\N	763599
764977	\N	763608
764978	\N	763608
764979	\N	763608
764980	\N	763608
764981	\N	763608
764982	\N	763608
764983	\N	763608
764984	\N	763608
764985	\N	763608
764986	\N	763608
764987	\N	763608
764988	\N	763608
764989	\N	763608
764990	\N	763608
764991	\N	763608
764992	\N	763608
764993	\N	763608
764994	\N	763608
764995	\N	763608
764996	\N	763608
764997	\N	763608
764998	\N	763608
764999	\N	763608
765000	\N	763608
765001	\N	763608
765002	\N	763608
765003	\N	763608
765004	\N	763608
765005	\N	763608
765006	\N	763608
765007	\N	763608
765008	\N	763608
765009	\N	763608
765010	\N	763608
765011	\N	763608
765012	\N	763608
765013	\N	763608
765014	\N	763608
765015	\N	763608
765016	\N	763608
765017	\N	763608
765018	\N	763618
765019	\N	763618
765020	\N	763621
765021	\N	763622
765022	\N	763622
765023	\N	763622
765024	\N	763622
765025	\N	763622
765026	\N	763622
765027	\N	763622
765028	\N	763623
765029	\N	763636
765030	\N	763636
765031	\N	763636
765032	\N	763636
765033	\N	763636
765034	\N	763636
765035	\N	763636
765036	\N	763636
765037	\N	763636
765038	\N	763636
765039	\N	763471
765040	\N	763667
765041	\N	763667
765042	\N	763668
765043	\N	763668
765044	\N	763668
765045	\N	763668
765046	\N	763668
765047	\N	763670
765048	\N	763432
765049	\N	763501
765050	\N	763687
765051	\N	763692
765052	\N	763699
765053	\N	763700
765054	\N	763700
765055	\N	763395
765056	\N	763395
765057	\N	763395
765058	\N	763395
765059	\N	763396
765060	\N	763396
765061	\N	763396
765062	\N	763396
765063	\N	763396
765064	\N	763396
765065	\N	763396
765066	\N	763396
765067	\N	763396
765068	\N	763396
765069	\N	763396
765070	\N	763396
765071	\N	763396
765072	\N	763396
765073	\N	763396
765074	\N	763396
765075	\N	763396
765076	\N	763396
765077	\N	763396
765078	\N	763396
765079	\N	763396
765080	\N	763396
765081	\N	763396
765082	\N	763396
765083	\N	763396
765084	\N	763397
765085	\N	763397
765086	\N	763397
765087	\N	763397
765088	\N	763397
765089	\N	763397
765090	\N	763769
765091	\N	763771
765092	\N	763771
765093	\N	763771
765094	\N	763771
765095	\N	763771
765096	\N	763398
765097	\N	763398
765098	\N	763398
765099	\N	763398
765100	\N	763398
765101	\N	763398
765102	\N	763396
765103	\N	763397
765104	\N	763565
765105	\N	763558
765106	\N	763558
765107	\N	763558
765108	\N	763558
765109	\N	763558
765110	\N	763408
765111	\N	763408
765112	\N	763408
765113	\N	763408
765114	\N	763408
765115	\N	763408
765116	\N	763408
765117	\N	763589
765118	\N	763589
765119	\N	763589
765120	\N	763589
765121	\N	763589
765122	\N	763589
765123	\N	763589
765124	\N	763589
765125	\N	763589
765126	\N	763589
765127	\N	763589
765128	\N	763589
765129	\N	763589
765130	\N	763567
765131	\N	763567
765132	\N	763393
765133	\N	763393
765134	\N	763393
765135	\N	763393
765136	\N	763559
765137	\N	763300
765138	\N	763300
765139	\N	763300
765140	\N	763300
765141	\N	763300
765142	\N	763300
765143	\N	763622
765144	\N	763796
765145	\N	763796
765146	\N	763796
765147	\N	763796
765148	\N	763796
765149	\N	763796
765150	\N	763807
765151	\N	763807
765152	\N	763817
765153	\N	763810
765154	\N	763810
765155	\N	763810
765156	\N	763810
765157	\N	763810
765158	\N	763815
765159	\N	763816
765160	\N	763818
765161	\N	763818
765162	\N	763821
765163	\N	763821
765164	\N	765166
765165	\N	765166
765166	\N	763821
765167	\N	765166
765168	\N	765166
1005380	395459	\N
1006440	\N	765158
1006451	\N	763815
1006500	\N	765158
1006582	\N	763815
1006601	\N	763815
1006722	\N	763817
1007877	\N	763380
1007915	395451	\N
1008783	395465	\N
1008845	\N	763815
1008880	\N	763815
1008921	\N	763815
1008934	\N	763815
1008981	\N	763815
1009018	395465	\N
