group_id	parent_theme	parent_group
763987	\N	763289
763988	\N	763244
763989	\N	763244
763990	\N	763244
763991	\N	763501
763992	\N	763501
763993	\N	763501
763994	\N	763501
763995	\N	763681
763996	\N	763681
763997	\N	763681
763998	\N	763691
763999	\N	763691
764000	\N	763691
764001	\N	763694
764002	\N	763694
764003	\N	763694
764004	\N	763694
764005	\N	763694
764006	\N	763694
764007	\N	763694
764008	\N	763694
764009	\N	763694
764010	\N	763694
764011	\N	763694
764012	\N	763694
764013	\N	763694
764014	\N	763694
764015	\N	763694
764016	\N	763694
764017	\N	763694
764018	\N	763622
764019	\N	763622
764020	\N	763622
764021	\N	763617
764022	\N	763617
764023	\N	763617
764024	\N	763617
764025	\N	763617
764026	\N	763617
764027	\N	763617
764028	\N	763617
764029	\N	763618
764030	\N	763618
764031	\N	763619
764032	\N	763619
764033	\N	763619
764034	\N	763619
764035	\N	763580
764036	\N	763580
764037	\N	763580
764038	\N	763580
764039	\N	763583
764040	\N	763583
764041	\N	763583
764042	\N	763583
764043	\N	763583
764044	\N	763405
764045	\N	763225
764046	\N	763665
764047	\N	763665
764048	\N	763665
764049	\N	763470
764050	\N	763470
764051	\N	763470
764052	\N	763470
764053	\N	763471
764054	\N	763471
764055	\N	763471
764056	\N	763471
764057	\N	763670
764058	\N	763670
764059	\N	763670
764060	\N	763670
764061	\N	763670
764062	\N	763699
764063	\N	763699
764064	\N	763699
764065	\N	763699
764066	\N	763699
764067	\N	763702
764068	\N	763702
764069	\N	763718
764070	\N	763718
764071	\N	763718
764072	\N	763718
764073	\N	763718
764074	\N	763718
764075	\N	763718
764076	\N	763718
764077	\N	763726
764078	\N	763726
764079	\N	763473
764080	\N	763473
764081	\N	763473
764082	\N	763473
764083	\N	763473
764084	\N	763473
764085	\N	763473
764086	\N	763473
764087	\N	763473
764088	\N	763473
764089	\N	763473
764090	\N	763473
764091	\N	763473
764092	\N	763473
764093	\N	763473
764094	\N	763474
764095	\N	763474
764096	\N	763474
764097	\N	763474
764098	\N	763474
764099	\N	763805
764100	\N	763805
764101	\N	764665
764102	\N	764665
764103	\N	764665
764104	\N	764665
764105	\N	764665
764106	\N	764665
764107	\N	764665
764108	\N	764665
764109	\N	764665
764110	\N	764665
764111	\N	763475
764112	\N	763475
764113	\N	763475
764114	\N	763475
764115	\N	763673
764116	\N	763673
764117	\N	763673
764118	\N	763673
764119	\N	763673
764120	\N	763477
764121	\N	763477
764122	\N	763477
764123	\N	763478
764124	\N	763478
764125	\N	763478
764126	\N	763478
764127	\N	763479
764128	\N	763479
764129	\N	763480
764130	\N	763480
764131	\N	763480
764132	\N	763481
764133	\N	763481
764134	\N	763481
764135	\N	763481
764136	\N	763481
764137	\N	763483
764138	\N	763483
764139	\N	763483
764140	\N	763483
764141	\N	763377
764142	\N	763377
764143	\N	763514
764144	\N	763517
764145	\N	763534
764146	\N	763533
764147	\N	763535
764148	\N	763536
764149	\N	763548
764150	\N	763548
764151	\N	763548
764152	\N	763482
764153	\N	763482
764154	\N	763482
764155	\N	763482
764156	\N	763482
764157	\N	763525
764158	\N	763769
764159	\N	763769
764160	\N	763769
764161	\N	763565
764162	\N	763565
764163	\N	763565
764164	\N	763623
764165	\N	763565
764166	\N	763563
764167	\N	763563
764168	\N	763563
764169	\N	763563
764170	\N	763563
764171	\N	763563
764172	\N	763563
764173	\N	763563
764174	\N	763563
764175	\N	763563
764176	\N	763563
764177	\N	764168
764178	\N	764168
764179	\N	764168
764180	\N	764168
764181	\N	763313
764182	\N	763313
764183	\N	763313
764184	\N	763313
764185	\N	763313
764186	\N	763330
764187	\N	763330
764188	\N	763501
764189	\N	763501
764190	\N	763501
764191	\N	763501
764192	\N	763501
764193	\N	763501
764194	\N	763501
764195	\N	763780
764196	\N	763780
764197	\N	763623
764198	\N	763623
764199	\N	763623
764200	\N	763396
764201	\N	763396
764202	\N	763396
764203	\N	763396
764204	\N	763396
764205	\N	763699
764206	\N	763791
764207	\N	763342
764208	\N	765149
764209	\N	765149
764210	\N	765149
764211	\N	763507
764212	\N	763507
764213	\N	763396
764214	\N	763396
764215	\N	763396
764216	\N	763396
764217	\N	763507
764218	\N	763288
764219	\N	763714
764220	\N	763486
764221	\N	763486
764222	\N	763486
764223	\N	763563
764224	\N	763563
764225	\N	763507
764226	\N	763507
764227	\N	763563
764228	\N	763563
764229	\N	763622
764230	\N	764665
764231	\N	763396
764232	\N	763473
764233	\N	763473
764234	\N	763473
764235	\N	763473
764236	\N	763473
764237	\N	763473
764238	\N	763473
764239	\N	763473
764240	\N	763532
764241	\N	763532
764242	\N	763533
764243	\N	763500
764244	\N	763500
764245	\N	763701
764246	\N	763302
764247	\N	763534
764248	\N	763552
764249	\N	763552
764250	\N	763694
764251	\N	763617
764252	\N	763507
764253	\N	764305
764254	\N	764305
764255	\N	764305
764256	\N	764305
764257	\N	764305
764258	\N	763351
764259	\N	763351
764260	\N	763351
764261	\N	763351
764262	\N	763302
764263	\N	763771
764264	\N	763664
764265	\N	763664
764266	\N	763618
764267	\N	763617
764268	\N	763621
764269	\N	763458
764270	\N	763458
764271	\N	763458
764272	\N	763458
764273	\N	763621
764274	\N	763780
764275	\N	763675
764276	\N	763675
764277	\N	763675
764278	\N	763675
764279	\N	763674
764280	\N	763674
764281	\N	763674
764282	\N	763674
764283	\N	763674
764284	\N	763674
764285	\N	763674
764286	\N	763480
764287	\N	763358
764288	\N	763343
764289	\N	763343
764290	\N	763343
764291	\N	763523
764292	\N	763363
764293	\N	763363
764294	\N	763363
764295	\N	763363
764296	\N	763363
764297	\N	763342
764298	\N	763342
764299	\N	763342
764300	\N	763791
764301	\N	763791
764302	\N	763791
764303	\N	763791
764304	\N	763791
764305	\N	763366
764306	\N	763366
764307	\N	763366
764308	\N	763796
764309	\N	763676
764310	\N	763676
764311	\N	763676
764312	\N	763676
764313	\N	763676
764314	\N	763485
764315	\N	763485
764316	\N	763485
764317	\N	763363
764318	\N	763485
764319	\N	763486
764320	\N	763790
764321	\N	763520
764322	\N	763693
764323	\N	763693
764324	\N	763621
764325	\N	763520
764326	\N	763797
764327	\N	763771
764328	\N	763380
764329	\N	763380
764330	\N	763380
764331	\N	763380
764332	\N	763380
764333	\N	763580
764334	\N	763380
764335	\N	763380
764336	\N	763458
764337	\N	764427
764338	\N	764427
764339	\N	764427
764340	\N	764427
764341	\N	764427
764342	\N	764427
764343	\N	764427
764344	\N	764427
764345	\N	764427
764346	\N	764427
764347	\N	764427
764348	\N	764427
764349	\N	764427
764350	\N	764427
764351	\N	764427
764352	\N	764427
764353	\N	763796
764354	\N	763486
764355	\N	763246
764356	\N	763246
764357	\N	763246
764358	\N	763246
764359	\N	763588
764360	\N	763588
764361	\N	763588
764362	\N	763580
764363	\N	763580
764364	\N	763245
764365	\N	763245
764366	\N	763245
764367	\N	763591
764368	\N	763563
764369	\N	763563
764370	\N	763618
764371	\N	763618
764372	\N	763618
764373	\N	763618
764374	\N	763666
764375	\N	763666
764376	\N	763666
764377	\N	763618
764378	\N	763563
764379	\N	763670
764380	\N	763670
764381	\N	763358
764382	\N	763358
764383	\N	763687
764384	\N	764427
764385	\N	764427
764386	\N	764427
764387	\N	763507
764388	\N	763489
764389	\N	763489
764390	\N	763489
764391	\N	763489
764392	\N	763489
764393	\N	763489
764394	\N	763489
764395	\N	763489
764396	\N	763489
764397	\N	763489
764398	\N	763489
764399	\N	763489
764400	\N	763489
764401	\N	763489
764402	\N	763489
764403	\N	763489
764404	\N	763489
764405	\N	763489
764406	\N	763489
764407	\N	763489
764408	\N	763489
764409	\N	763489
764410	\N	763489
764411	\N	763489
764412	\N	763489
764413	\N	763486
764414	\N	763453
764415	\N	763453
764416	\N	763669
764417	\N	763669
764418	\N	763669
764419	\N	763669
764420	\N	763669
764421	\N	763669
764422	\N	763669
764423	\N	763525
764424	\N	763525
764425	\N	763421
764426	\N	763421
764427	\N	763407
764428	\N	763407
764429	\N	763450
764430	\N	763450
764431	\N	763450
764432	\N	763450
764433	\N	763666
764434	\N	763450
764435	\N	763528
764436	\N	763288
764437	\N	763288
764438	\N	763406
764439	\N	763406
764440	\N	763406
764441	\N	763521
764442	\N	763420
764443	\N	763420
764444	\N	763366
764445	\N	763579
764446	\N	763579
764447	\N	763421
764448	\N	763412
764449	\N	763412
764450	\N	763728
764451	\N	763766
764452	\N	763621
764453	\N	763766
764454	\N	763668
764455	\N	763565
764456	\N	763291
764457	\N	763538
764458	\N	763687
764459	\N	763687
764460	\N	763376
764461	\N	763376
764462	\N	763376
764463	\N	763376
764464	\N	763485
764465	\N	763758
764466	\N	763729
764467	\N	763729
764468	\N	763728
764469	\N	763485
764470	\N	763728
764471	\N	763752
764472	\N	763581
764473	\N	763581
764474	\N	763581
764475	\N	763581
764476	\N	763581
764477	\N	763581
764478	\N	763402
764479	\N	763402
764480	\N	763402
764481	\N	763402
764482	\N	763402
764483	\N	763402
764484	\N	763400
764485	\N	763400
764486	\N	763400
764487	\N	763400
764488	\N	763400
764489	\N	763400
764490	\N	763400
764491	\N	763687
764492	\N	763430
764493	\N	763692
764494	\N	763692
764495	\N	763692
764496	\N	763692
764497	\N	763692
764498	\N	763692
764499	\N	763692
764500	\N	763692
764501	\N	763450
764502	\N	763407
764503	\N	763420
764504	\N	763420
764505	\N	763420
764506	\N	763420
764507	\N	763421
764508	\N	763421
764509	\N	763421
764510	\N	763421
764511	\N	763390
764512	\N	763558
764513	\N	763558
764514	\N	763558
764515	\N	763558
764516	\N	763558
764517	\N	763558
764518	\N	763558
764519	\N	763558
764520	\N	763558
764521	\N	763558
764522	\N	763426
764523	\N	763426
764524	\N	763376
764525	\N	763429
764526	\N	763429
764527	\N	763429
764528	\N	763503
764529	\N	763503
764530	\N	763472
764531	\N	763472
764532	\N	763472
764533	\N	763472
764534	\N	763472
764535	\N	763623
764536	\N	763623
764537	\N	763522
764538	\N	763671
764539	\N	763671
764540	\N	763671
764541	\N	764641
764542	\N	764641
764543	\N	764641
764544	\N	763381
764545	\N	763381
764546	\N	763381
764547	\N	763381
764548	\N	763381
764549	\N	763381
764550	\N	763381
764551	\N	763381
764552	\N	763381
764553	\N	763381
764554	\N	763381
764555	\N	763381
764556	\N	763381
764557	\N	763381
764558	\N	763381
764559	\N	763381
764560	\N	763381
764561	\N	763381
764562	\N	763381
764563	\N	763381
764564	\N	763381
764565	\N	763381
764566	\N	763381
764567	\N	763381
764568	\N	763381
764569	\N	763381
764570	\N	763381
764571	\N	763381
764572	\N	763437
764573	\N	763437
764574	\N	763437
764575	\N	763381
764576	\N	763559
764577	\N	763559
764578	\N	763559
764579	\N	763559
764580	\N	763559
764581	\N	763559
764582	\N	763559
764583	\N	763446
764584	\N	763447
764585	\N	763448
764586	\N	763302
764587	\N	763453
764588	\N	763446
764589	\N	763446
764590	\N	763446
764591	\N	763446
764592	\N	763447
764593	\N	763447
764594	\N	763447
764595	\N	763447
764596	\N	763448
764597	\N	763448
764598	\N	763448
764599	\N	763448
764600	\N	763448
764601	\N	763448
764602	\N	763448
764603	\N	763449
764604	\N	763449
764605	\N	763453
764606	\N	763453
764607	\N	763453
764608	\N	763453
764609	\N	763453
764610	\N	763453
764611	\N	763452
764612	\N	763452
764613	\N	763452
764614	\N	763452
764615	\N	763452
764616	\N	763452
764617	\N	763675
764618	\N	763380
764619	\N	763533
764620	\N	763559
764621	\N	763559
764622	\N	763558
764623	\N	763675
764624	\N	763503
764625	\N	763430
764626	\N	763380
764627	\N	763380
764628	\N	763444
764629	\N	763444
764630	\N	763444
764631	\N	763444
764632	\N	763444
764633	\N	763444
764634	\N	763444
764635	\N	763444
764636	\N	763444
764637	\N	763444
764638	\N	763444
764639	\N	763444
764640	\N	763563
764641	\N	763563
764642	\N	763563
764643	\N	763397
764644	\N	763396
764645	\N	763396
764646	\N	763396
764647	\N	763396
764648	\N	763396
764649	\N	763565
764650	\N	763565
764651	\N	763396
764652	\N	763396
764653	\N	763396
764654	\N	763396
764655	\N	763565
764656	\N	763771
764657	\N	763348
764658	\N	763348
764659	\N	763299
764660	\N	763692
764661	\N	763692
764662	\N	763795
764663	\N	763795
764664	\N	763795
764665	\N	763795
764666	\N	763795
764667	\N	763795
