card_id	doc_id	doc_types	authors_id	addresse_id	persons_id	key_words	date
890861	765177	Письмо	444309	440276	440986,440512,440360,440154	\N	1960-01-05 17:00:00
890862	765178	Письмо	440997	\N	444258	\N	1960-02-12 17:00:00
890863	765179	Письмо	440997	444309	444258	\N	1960-03-01 17:00:00
890864	765180	Письмо	444309	440262	761104	\N	1960-03-22 17:00:00
890865	765181	Письмо	444309	440262	440255	\N	1960-04-01 17:00:00
890866	765182	Письмо	444309	\N	444290	\N	1960-03-11 17:00:00
890867	765183	Письмо	\N	\N	\N	\N	1960-09-01 17:00:00
890868	765184	Письмо	440997	441035	444258	\N	1961-04-02 17:00:00
890869	765185	Письмо	440997	441035	444258	\N	1961-04-15 17:00:00
890870	765186	Письмо	441035	440282	443419	\N	1964-08-26 17:00:00
890871	765187	Письмо	444309	440311	\N	\N	1959-12-15 17:00:00
890872	765188	Письмо	444309	440350	440122	\N	1960-02-03 17:00:00
890873	765189	Письмо	440350,440122	444309	\N	\N	1959-08-10 17:00:00
890874	765190	Письмо	441035,442990,440997	443823,443614	\N	\N	1963-12-04 17:00:00
890875	765191	Письмо	444258	440711	\N	\N	1969-01-24 00:00:00
890876	765192	Письмо	444258	443970	\N	\N	1969-01-03 17:00:00
890877	765193	Письмо	444258	442936	444344,444321,443970	\N	1969-01-03 17:00:00
890878	765194	Письмо	444258	441916	\N	\N	1969-01-10 17:00:00
890879	765195	Письмо	444309	\N	\N	\N	1959-07-29 17:00:00
890880	765196	Письмо	444309	\N	\N	\N	1959-07-29 17:00:00
890881	765197	Письмо	444309	\N	\N	\N	1959-07-29 17:00:00
890882	765198	Письмо	444309	\N	\N	\N	1959-07-29 17:00:00
890883	765199	Письмо	444309	\N	\N	\N	1959-10-09 17:00:00
890884	765200	Письмо	444309	440039	440027	\N	1959-11-09 17:00:00
890885	765201	Письмо	440104	440197	\N	\N	1959-11-29 17:00:00
890886	765202	Письмо	444258,440997	440198	\N	\N	1962-03-27 17:00:00
890887	765203	Письмо	440997	440198	444258	\N	1962-03-28 17:00:00
890888	765204	Письмо	440997	440198	444258	\N	1962-05-05 17:00:00
890889	765205	Письмо	440997	441035	440144	\N	1962-07-31 17:00:00
890890	765206	Письмо	440997	441035	444258	\N	1962-12-01 17:00:00
890891	765207	Письмо	442990	440272	\N	\N	1963-01-19 17:00:00
890892	765208	Письмо	442990	442435	444258	\N	1963-01-31 17:00:00
890893	765209	Письмо	442990	761105	444253	\N	1963-03-01 17:00:00
890894	765210	Письмо	442990	\N	\N	\N	1963-09-01 17:00:00
890895	765211	Письмо	442990	440365	\N	\N	1963-09-19 17:00:00
890896	765212	Письмо	442990	443821	440142,444271	\N	1963-11-02 17:00:00
890897	765213	Письмо	442990	441458	444260	\N	1963-01-03 17:00:00
890898	765214	Письмо	442990	\N	444237	\N	1963-11-19 17:00:00
890899	765215	Письмо	442990	444209	444260	\N	1963-01-06 17:00:00
890900	765216	Письмо	442990	441035	444258	\N	1964-01-13 17:00:00
890901	765217	Письмо	443778	\N	444258	\N	1964-01-30 17:00:00
890902	765218	Письмо	444309	\N	440986	\N	1959-12-08 17:00:00
890903	765219	Письмо	444309	440039	761102,444258	\N	1959-12-11 17:00:00
890904	765220	Письмо	444309	\N	441496,440229,440072,440090	\N	1959-12-15 17:00:00
890905	765221	Письмо	444309	440039	761103	\N	1959-12-15 17:00:00
890906	765222	Письмо	444309	\N	\N	\N	1959-12-15 17:00:00
890907	765223	Письмо	444309	440262	\N	\N	1959-12-23 17:00:00
890908	765224	Письмо	440104	440276	\N	\N	1960-01-13 17:00:00
890909	765225	Письмо	440104	440039	443321,440106	\N	1960-01-12 17:00:00
890910	765226	Письмо	444309	440039	\N	\N	1960-01-06 17:00:00
890911	765227	Письмо	440997	440267	444256,440110,444258,444253	\N	1961-06-09 17:00:00
890912	765228	Письмо	440997	441035	442937	\N	1961-06-25 17:00:00
890913	765229	Директивные указания	440997	444258	\N	\N	1962-02-01 17:00:00
890914	765230	Письмо	440997	441035	444258	\N	1962-02-01 17:00:00
890915	765231	Письмо	440997	441035	444258	\N	1962-02-01 17:00:00
890916	765232	Письмо	440997	441035	444258	\N	1962-02-19 17:00:00
890917	765233	Письмо	440997	441035	444258	\N	1962-03-03 17:00:00
890918	765234	Письмо	440997	\N	444258	\N	1962-03-20 17:00:00
890919	765235	Письмо	440997	441035	444258	\N	1962-03-27 17:00:00
890920	765236	Письмо	440104	\N	443321,444404,441208,441405,441398,440246,444258,440998,444154,442678	\N	1958-10-08 00:00:00
890921	765237	Письмо	444309	\N	440246,444258	\N	1959-01-08 17:00:00
890922	765238	Письмо	444309	440071	444258	\N	1959-01-10 17:00:00
890923	765239	Письмо	440104	\N	440986,440798,443827,440111,440215,444258	\N	1959-01-12 17:00:00
890924	765240	Письмо	444309	440039	440144,440246,444258,441351	\N	1959-05-14 17:00:00
890925	765241	Письмо	440104	\N	440246,444258,441351	\N	1959-06-20 17:00:00
890926	765242	Телеграмма	444258	442936	\N	\N	1969-01-16 17:00:00
890927	765243	Телеграмма	444258	440848	442936	\N	1969-01-16 17:00:00
890928	765244	Письмо	444258	441810	\N	\N	1969-01-17 17:00:00
890929	765245	Письмо	444258	444269	442662,442990	\N	1969-01-17 17:00:00
890930	765246	Письмо	444258	440077	\N	\N	1969-02-12 17:00:00
890931	765247	Телеграмма	444258	442565	\N	\N	1969-02-14 17:00:00
890932	765248	Телеграмма	444258	440069	\N	\N	1969-03-18 17:00:00
890933	765249	Сопроводительное письмо	444258	442798	\N	\N	1969-03-26 17:00:00
890934	765250	Письмо	444258	444269	\N	\N	1969-03-26 17:00:00
890935	765251	Письмо	444258	442877	444237,444253	\N	1969-03-26 17:00:00
890936	765252	Телеграмма	444258	440069	\N	\N	1969-04-03 17:00:00
890937	765253	Письмо	444258	441730	\N	\N	1969-04-04 17:00:00
890938	765254	Письмо	444258	441468	\N	\N	1969-04-07 17:00:00
890939	765255	Письмо	444258	441571	\N	\N	1969-04-09 17:00:00
890940	765256	Письмо	444258	441638	\N	\N	1969-04-09 17:00:00
890941	765257	Письмо	444258	441696	443821	\N	1969-05-05 17:00:00
890942	765258	Письмо	444258	441763	441880	\N	1969-05-05 17:00:00
890943	765259	Письмо	444258	443419	441763	\N	1969-05-05 17:00:00
890944	765260	Письмо	444258	441068	\N	\N	1969-05-05 17:00:00
890945	765261	Письмо	444258	442202	\N	\N	1969-05-05 17:00:00
890946	765262	Письмо	444258	\N	\N	\N	1969-05-12 17:00:00
890947	765263	Письмо	444258	441068	\N	\N	1969-05-14 17:00:00
890948	765264	Телеграмма	444258	440069	\N	АЛГОЛ 68	1969-05-14 17:00:00
890949	765265	Письмо	444258	440069	\N	АЛГОЛ 68	1969-06-09 17:00:00
890950	765266	Письмо	444258	761106,444321	440416,440140,441605,761107,442765,440328,440369,440834	\N	1969-06-09 17:00:00
890951	765267	Письмо	444258	442642	\N	\N	1969-06-25 17:00:00
890952	765268	Письмо	444258	441068	442654	\N	1969-06-25 17:00:00
890953	765269	Письмо	444258	440210	\N	\N	1969-06-25 17:00:00
890954	765270	Письмо	442990	443718	440105	\N	1969-06-30 17:00:00
890955	765271	Телеграмма	444258	442845	\N	\N	1969-08-05 17:00:00
890956	765272	Письмо	444258	442261	\N	\N	1969-08-12 17:00:00
890957	765273	Письмо	444258	441690	\N	\N	1969-08-12 17:00:00
890958	765274	Письмо	444258	442653	\N	\N	1969-08-12 17:00:00
890959	765275	Письмо	444258	441571	\N	АЛГОЛ 68	1969-08-12 17:00:00
890960	765276	Телеграмма	444258	444321	\N	\N	1969-08-12 17:00:00
890961	765277	Телеграмма	444258	442202	\N	\N	1969-08-12 17:00:00
890962	765278	Письмо	444258	442551	\N	\N	1969-08-15 17:00:00
890963	765279	Письмо	444258	442651	442396,442990	\N	1969-08-15 17:00:00
890964	765280	Письмо	444258	442877	440119,443326	ЛИСП,АИСТ-0,ВКП-2	1969-08-15 17:00:00
890965	765281	Письмо	444258	441959	\N	\N	1969-08-15 17:00:00
890966	765282	Письмо	444258	443295	\N	\N	1969-08-15 17:00:00
890967	765283	Письмо	444258	442146	\N	АЛГОЛ 68	1969-08-15 17:00:00
890968	765284	Телеграмма	444258	441247	\N	ВКП-2	1969-11-03 17:00:00
890969	765285	Телеграмма	444258	440069	\N	ВКП-2	1969-11-03 17:00:00
890970	765286	Телеграмма	444258	444269	\N	ВКП-2	1969-11-03 17:00:00
890971	765287	Телеграмма	444258	440061	\N	ВКП-2	1969-11-03 17:00:00
890972	765288	Телеграмма	444258	444377	\N	ВКП-2	1969-11-03 17:00:00
890973	765289	Телеграмма	444258	444154	\N	ВКП-2	1969-11-03 17:00:00
890974	765290	Телеграмма	444258	441717	\N	ВКП-2	1969-11-03 17:00:00
890975	765291	Телеграмма	444258	442877	\N	ВКП-2	1969-11-03 17:00:00
890976	765292	Телеграмма	444258	442936	\N	ВКП-2	1969-11-03 17:00:00
890977	765293	Телеграмма	444258	441763	\N	ВКП-2	1969-11-03 17:00:00
890978	765294	Письмо	444258	441696	\N	\N	1969-12-22 17:00:00
890979	765295	Письмо	444258	444269	\N	\N	1969-12-22 17:00:00
890980	765296	Письмо	444258	441449	\N	\N	1969-12-22 17:00:00
890981	765297	Телеграмма	444258	440069	\N	\N	1969-12-29 17:00:00
890982	765298	Телеграмма	444258	440998	\N	\N	1969-12-29 17:00:00
890983	765299	Письмо	444258	440743	\N	\N	1969-12-29 17:00:00
890984	765300	Письмо	444258	443978	\N	\N	1969-12-29 17:00:00
890985	765301	Письмо	444258	444344	\N	\N	1970-01-12 00:00:00
890986	765302	Письмо	444258	440210	\N	\N	1970-02-13 17:00:00
890987	765303	Телеграмма	444258	441068	\N	\N	1970-02-13 17:00:00
890988	765304	Телеграмма	444258	444154	444238	\N	1970-03-10 17:00:00
890989	765305	Письмо	444258	441905	\N	\N	1970-03-10 17:00:00
890990	765306	Письмо	444258	440261	761109	\N	1970-03-15 17:00:00
890991	765307	Письмо	444258	441068	\N	\N	1970-03-23 17:00:00
890992	765308	Телеграмма	444258	441068	\N	\N	1970-03-23 17:00:00
890993	765309	Письмо	444258	441717	\N	\N	1970-03-23 17:00:00
890994	765310	Письмо	444258	443193	\N	\N	1970-04-21 17:00:00
890995	765311	Письмо	444258	441645,761110	\N	\N	1970-04-21 17:00:00
890996	765312	Письмо	444258	441468	440047	IFIP	1970-04-21 17:00:00
890997	765313	Письмо	444258	440824	\N	\N	1970-04-21 17:00:00
890998	765314	Письмо	444258	440705	\N	ВКП-2	1970-04-21 17:00:00
890999	765315	Письмо	444258	441571,443871	444257,440193	\N	1970-04-21 17:00:00
891000	765316	Письмо	444258	443978	761111,440216	\N	1970-04-21 17:00:00
891001	765317	Письмо	444258	440216	\N	\N	1970-04-21 17:00:00
891002	765318	Письмо	444258	440099	\N	\N	1970-04-21 17:00:00
891003	765319	Письмо	444258	440161	\N	\N	1970-05-02 17:00:00
891004	765320	Письмо	444258	761113	\N	ВКП-2	1970-05-04 17:00:00
891005	765321	Письмо	444258	761114	\N	ВКП-2	1970-05-04 17:00:00
891006	765322	Телеграмма	444258	444154	\N	\N	1970-05-04 17:00:00
891007	765323	Телеграмма	444258	441068	\N	\N	1969-11-11 17:00:00
891008	765324	Телеграмма	444258	440103	\N	\N	1969-11-18 17:00:00
891009	765325	Письмо	444258	440103	\N	\N	1969-11-18 17:00:00
891010	765326	Письмо	444258	443353	444253	ВКП-2	1969-12-16 17:00:00
891011	765327	Письмо	444258	443419	441696,441763,442877	ВКП-2	1969-12-22 17:00:00
891012	765328	Телеграмма	444258	444309	442543	\N	1970-05-12 17:00:00
891013	765329	Телеграмма	444258	441468	\N	\N	1970-05-13 17:00:00
891014	765330	Письмо	444258	444034	440315	\N	1970-05-13 17:00:00
891015	765331	Телеграмма	444258	442877	\N	\N	1970-05-13 17:00:00
891016	765332	Телеграмма	444258	443419	\N	\N	1970-06-04 17:00:00
891017	765333	Письмо	444258	443353	\N	\N	1970-06-24 17:00:00
891018	765334	Письмо	444258	442355	761112,761115,761116,761117	\N	1970-06-24 17:00:00
891019	765335	Письмо	444258	440705	\N	ВКП-2	1970-06-26 17:00:00
891020	765336	Письмо	444258	441859	\N	ВКП-2	1970-06-26 17:00:00
891021	765337	Письмо	444258	443193	\N	\N	1970-06-26 17:00:00
891022	765338	Письмо	444258	442214	\N	\N	1970-06-26 17:00:00
891023	765339	Письмо	444258	442201	\N	\N	1970-06-26 17:00:00
891024	765340	Письмо	444258	440099	\N	\N	1970-06-26 17:00:00
891025	765341	Письмо	444258	443419	\N	\N	1970-06-26 17:00:00
891026	765342	Письмо	444258	761113	\N	ВКП-2	1970-06-26 17:00:00
891027	765343	Письмо	444258	441696,441449,444269	443419,443978,441637,761118,442845,440824,444035	\N	1970-07-31 17:00:00
891028	765344	Письмо	444258	441068	\N	АЛЬФА	1970-08-16 17:00:00
891029	765345	Сопроводительное письмо	444258	441068	\N	АЛЬФА	1970-08-19 17:00:00
891030	765346	Телеграмма	444258	441068	\N	\N	1970-08-19 17:00:00
891031	765347	Письмо	444258	444154	\N	\N	1970-09-03 17:00:00
891032	765348	Письмо	444258	440998	444209	\N	1970-09-03 17:00:00
891033	765349	Телеграмма	444258	442877	\N	\N	1970-09-28 17:00:00
891034	765350	Письмо	444258	442214	444238	\N	1970-10-01 17:00:00
891035	765351	Письмо	444258	441468	\N	\N	1970-10-05 17:00:00
891036	765352	Письмо	444258	443871	\N	\N	1970-10-05 17:00:00
891037	765353	Телеграмма	444258	444269,442877	\N	\N	1970-10-12 17:00:00
891038	765354	Телеграмма	444258	443978	442877	\N	1970-10-14 17:00:00
891039	765355	Письмо на бланке	444258	441660	\N	\N	1970-10-26 17:00:00
891040	765356	Письмо	444258	\N	\N	\N	1970-10-30 17:00:00
891041	765357	Телеграмма	444258	440099	\N	\N	1970-12-24 17:00:00
891042	765358	Письмо	444258	440069	440044	\N	1971-01-12 17:00:00
891043	765359	Телеграмма	444258	443419	\N	\N	1971-02-15 17:00:00
891044	765360	Письмо	444258	444269	443273	\N	1971-03-16 17:00:00
891045	765361	Письмо	444258	441894	\N	\N	1971-03-18 17:00:00
891046	765362	Телеграмма	444258	441637	440166	\N	1971-03-22 17:00:00
891047	765363	Телеграмма	444258	443907	\N	\N	1971-03-03 17:00:00
891048	765364	Телеграмма	444258	440099	\N	\N	1971-03-25 17:00:00
891049	765365	Письмо	444258	444269	\N	\N	1971-04-14 17:00:00
891050	765366	Сопроводительное письмо	444258	\N	441664	IFIP 71	1971-04-24 17:00:00
891051	765367	Письмо	444258	442214	\N	\N	1971-04-26 17:00:00
891052	765368	Письмо	444258	440221	\N	\N	1971-04-26 17:00:00
891053	765369	Письмо	444258	440061,761119	441468	\N	1971-04-26 17:00:00
891054	765370	Письмо	444258	440216	\N	\N	1971-04-26 17:00:00
891055	765371	Письмо	444258	441894	\N	\N	1971-04-26 17:00:00
891056	765372	Письмо	444258	440246	\N	\N	1971-04-28 17:00:00
891057	765373	Письмо	444258	443419	441664	АИСТ-0	1971-04-28 17:00:00
891058	765374	Телеграмма	444258	444269	\N	\N	1971-05-03 17:00:00
891059	765375	Письмо	444258	441690	761108	\N	1971-05-12 17:00:00
891060	765376	Письмо	444258	441664	\N	\N	1971-05-12 17:00:00
891061	765377	Письмо	444258	443241	\N	\N	1971-05-12 17:00:00
891062	765378	Письмо	444258	440743	\N	\N	1971-05-12 17:00:00
891063	765379	Телеграмма	444258	441468	444309	\N	1971-05-14 17:00:00
891064	765380	Письмо	444258	441637	\N	\N	1971-05-19 17:00:00
891065	765381	Письмо	444258	440099	\N	IFIP 71	1971-05-19 17:00:00
891066	765382	Письмо	444258	443978	441713,441664	\N	1971-05-20 17:00:00
891067	765383	Письмо	444258	441449	441713	\N	1971-05-20 17:00:00
891068	765384	Письмо	444258	442812	444258	\N	1971-05-20 17:00:00
891069	765385	Письмо	444258	441894	441713	\N	1971-05-20 17:00:00
891070	765386	Письмо	444258	440021	\N	\N	1971-05-20 17:00:00
891071	765387	Письмо	444258	443898	441713	\N	1971-05-21 17:00:00
891072	765388	Письмо	444258	442209	\N	\N	1971-05-21 17:00:00
891073	765389	Письмо	444258	443193,443216	444238	АЛГОЛ 68,PL/1	1971-05-21 17:00:00
891074	765390	Письмо	444258	444093	442214	АЛГОЛ 68	1971-05-21 17:00:00
891075	765391	Телеграмма	444258	444269	\N	\N	1971-06-09 17:00:00
891076	765392	Телеграмма	444258	441468	\N	\N	1971-06-17 17:00:00
891077	765393	Телеграмма	444258	441468	444309	\N	1971-06-22 17:00:00
891078	765394	Телеграмма	444258	443217	\N	\N	1971-06-25 17:00:00
891079	765395	Телеграмма	444258	441468	\N	\N	1971-06-25 17:00:00
891080	765396	Телеграмма	444258	441468	\N	\N	1971-06-25 17:00:00
891081	765397	Телеграмма	444258	441468	443321,441605,442543,444209,440386	\N	1971-07-02 17:00:00
891082	765398	Телеграмма	444258	444269	\N	\N	1971-07-02 17:00:00
891083	765399	Письмо	444258	442198	\N	\N	1971-07-08 17:00:00
891084	765400	Письмо	444258	443978	441894	\N	1971-07-08 17:00:00
891085	765401	Письмо	444258	442812	443273	PL/1	1971-07-20 17:00:00
891086	765402	Письмо	444258	443898	440227,441713	\N	1971-07-20 17:00:00
891087	765403	Письмо	444258	761120	\N	\N	1971-07-21 17:00:00
891088	765404	Телеграмма	444258	442877	442131	\N	1971-07-21 17:00:00
891089	765405	Телеграмма	444258	441468	443978,761121,442265,441979	\N	1971-07-21 17:00:00
891090	765406	Письмо	444258	444035	444321	\N	1971-07-27 17:00:00
891091	765407	Телеграмма	444258	440069	\N	\N	1971-07-29 17:00:00
891092	765408	Телеграмма	444258	442877	442047,444309,444209	\N	1971-07-30 17:00:00
891093	765409	Телеграмма	444258	444154	\N	\N	1971-08-13 17:00:00
891094	765410	Телеграмма	444258	440818	440708	\N	1971-08-13 17:00:00
891095	765411	Телеграмма	444258	443254	\N	\N	1971-08-13 17:00:00
891096	765412	Телеграмма	444258	443907	\N	\N	1971-08-16 17:00:00
891097	765413	Телеграмма	444258	441468	\N	\N	1971-08-16 17:00:00
891098	765414	Письмо	444258	442832	\N	\N	1971-09-09 17:00:00
891099	765415	Письмо	444258	440221	\N	\N	1971-09-09 17:00:00
891100	765416	Письмо	444258	440069	761121	\N	1971-09-09 17:00:00
891101	765417	Письмо	444258	440727	440259	\N	1971-09-17 17:00:00
891102	765418	Письмо	444258	440246	\N	\N	1971-09-17 17:00:00
891103	765419	Письмо	442990	442214	\N	\N	1971-09-20 17:00:00
891104	765420	Телеграмма	444258	444269	\N	\N	1971-09-28 17:00:00
891105	765421	Телеграмма	444258	444269	442225	\N	1971-10-19 17:00:00
891106	765422	Телеграмма	444258	442225	\N	\N	1971-11-09 17:00:00
891107	765423	Письмо	444258	443871	442206	\N	1971-11-01 17:00:00
891108	765424	Письмо	444258	440047	442944	\N	1971-11-01 17:00:00
891109	765425	Письмо	444258	440236	\N	\N	1971-11-09 17:00:00
891110	765426	Письмо	444258	441872	\N	\N	1971-11-11 17:00:00
891111	765427	Письмо	444258	443898	440209,441642,443176	\N	1971-11-11 17:00:00
891112	765428	Письмо	444258	441068	\N	АЛЬФА	1971-11-12 17:00:00
891113	765429	Письмо	444258	440731	\N	\N	1971-11-15 17:00:00
891114	765430	Письмо	444258	442170	\N	АЛГОЛ	1971-11-16 17:00:00
891115	765431	Письмо	444258	444269	\N	\N	1971-12-02 17:00:00
891116	765432	Письмо	444258	440327	\N	\N	1971-12-02 17:00:00
891117	765433	Письмо	444258	440057	\N	\N	1971-12-02 17:00:00
891118	765434	Письмо	444258	443898	\N	БЕТА	1971-12-02 17:00:00
891119	765435	Письмо	444258	442944	\N	\N	1971-12-02 17:00:00
891120	765436	Письмо	444258	442122	\N	\N	1971-12-02 17:00:00
891121	765437	Письмо	444258	443419	\N	\N	1971-12-02 17:00:00
891122	765438	Письмо	444258	442877	442225,444269,443326	ЛИСП,АИСТ-0,БЕТА	1971-12-02 17:00:00
891123	765439	Письмо	444258	441642	443898	\N	1971-12-03 17:00:00
891124	765440	Письмо	444258	442294	\N	\N	1971-12-03 17:00:00
891125	765441	Письмо	444258	442137	\N	\N	1971-12-03 17:00:00
891126	765442	Письмо	444258	440109	\N	\N	1971-12-10 17:00:00
891127	765443	Письмо	444258	442293	\N	\N	1971-12-18 17:00:00
891128	765444	Письмо	444258	440309	440067,761282,440338,440342,440374,443718	ВКП-2	1971-12-24 17:00:00
891129	765445	Письмо	444258	442803	\N	\N	1971-12-29 17:00:00
891130	765446	Телеграмма	444258	443871	\N	\N	1972-01-26 17:00:00
891131	765447	Письмо	444258	442116	\N	\N	1972-01-27 17:00:00
891132	765448	Письмо	444258	441875	\N	\N	1972-01-27 17:00:00
891133	765449	Письмо	444258	441068	\N	\N	1972-01-27 17:00:00
891134	765450	Письмо	444258	444154	\N	\N	1972-01-27 17:00:00
891135	765451	Письмо	444258	442122	444292	\N	1972-02-03 17:00:00
891136	765452	Письмо	444258	440099	440227,441713	\N	1972-02-07 17:00:00
891137	765453	Телеграмма	444258	442877	\N	\N	1972-02-08 17:00:00
891138	765454	Письмо	444258	441928	\N	\N	1972-02-09 17:00:00
891139	765455	Письмо	444258	442206	\N	АЛГОЛ 68	1972-02-09 17:00:00
891140	765456	Письмо	444258	\N	\N	\N	1972-02-11 17:00:00
891141	765457	Письмо	444258	442877	\N	\N	1972-02-11 17:00:00
891142	765458	Телеграмма	444258	440216	440152	\N	1972-02-24 17:00:00
891143	765459	Телеграмма	444258	444154	\N	\N	1972-03-14 17:00:00
891144	765460	Письмо	444258	443216	444238	\N	1972-03-22 17:00:00
891145	765461	Письмо	444258	442225	\N	\N	1972-03-24 17:00:00
891146	765462	Письмо	444258	443217	443321,441605,443289,444211,444238	\N	1972-03-29 17:00:00
891147	765463	Письмо	444258	443419	442225,444269	\N	1972-04-04 17:00:00
891148	765464	Письмо	444258	442137	\N	\N	1972-04-04 17:00:00
891149	765465	Письмо	444258	444109	\N	\N	1972-04-04 17:00:00
891150	765466	Письмо	444258	443898	440227,441713,444269	\N	1972-04-04 17:00:00
891151	765467	Письмо	444258	440109	\N	\N	1972-04-04 17:00:00
891152	765468	Письмо	444258	443353	\N	\N	1972-04-04 17:00:00
891153	765469	Письмо	444258	442175	440058,441713	\N	1972-04-04 17:00:00
891154	765470	Письмо	444258	442555	444253,441713	\N	1972-04-04 17:00:00
891155	765471	Телеграмма	444258	442225	\N	\N	1972-04-07 17:00:00
891156	765472	Телеграмма	444258	443978	\N	\N	1972-04-07 17:00:00
891157	765473	Телеграмма	444258	440056	444238	\N	1972-04-07 17:00:00
891158	765474	Телеграмма	444258	441875	\N	\N	1972-04-07 17:00:00
891159	765475	Телеграмма	444258	440099	\N	\N	1972-04-07 17:00:00
891160	765476	Письмо	444258	442225	442803,440100,440099	\N	1972-04-17 17:00:00
891161	765477	Письмо	444258	440100	\N	\N	1972-04-18 17:00:00
891162	765478	Письмо	444258	440100	442225,444269,440099,441351	\N	1972-04-18 17:00:00
891163	765479	Письмо	444258	442803	442225,444269	\N	1972-04-18 17:00:00
891164	765480	Письмо	444258	440099	442225,440100,444269	\N	1972-04-18 17:00:00
891165	765481	Письмо	444258	440369	444237,444253	\N	1972-04-20 17:00:00
891166	765482	Письмо	444258	440292	\N	АЛГОЛ 68	1972-04-21 17:00:00
891167	765483	Письмо	444258	440727	443321,440259,440371	\N	1972-04-24 17:00:00
891168	765484	Телеграмма	444258	442225	\N	\N	1972-05-06 17:00:00
891169	765485	Телеграмма	444258	441628	440100	\N	1972-05-06 17:00:00
891170	765486	Телеграмма	444258	440099	442225	\N	1972-05-06 17:00:00
891171	765487	Письмо	444258	443353	442555	\N	1972-05-10 17:00:00
891172	765488	Телеграмма	444258	444269	\N	\N	1972-05-12 17:00:00
891173	765489	Письмо	444258	442147	\N	\N	1972-07-05 17:00:00
891174	765490	Письмо	444258	440224	443978	\N	1972-07-05 17:00:00
891175	765491	Письмо	444258	440303	441952	\N	1972-07-05 17:00:00
891176	765492	Письмо	444258	440266	\N	\N	1972-07-05 17:00:00
891177	765493	Письмо	444258	444342	443353,444377	\N	1972-07-05 17:00:00
891178	765494	Телеграмма	444258	442877	440209	\N	1972-07-27 17:00:00
891179	765495	Письмо	444258	\N	\N	\N	1972-07-27 17:00:00
891180	765496	Телеграмма	444258	440307	\N	\N	1972-07-28 17:00:00
891181	765497	Письмо	444258	444269	\N	\N	1972-07-29 17:00:00
891182	765498	Письмо	444237	442146	444258,441968	\N	1972-06-29 17:00:00
891183	765499	Письмо	444237,444258	440061	\N	\N	1972-07-31 17:00:00
891184	765500	Телеграмма	444258	441875	\N	\N	1972-08-01 17:00:00
891185	765501	Письмо	444258	441956	\N	\N	1972-08-02 17:00:00
891186	765502	Телеграмма	444258	442177	\N	\N	1972-08-03 17:00:00
891187	765503	Письмо	444258	442131	\N	\N	1972-08-04 17:00:00
891188	765504	Письмо	444258	442214	\N	\N	1972-08-23 17:00:00
891189	765505	Письмо	444258	442170	\N	\N	1972-08-25 17:00:00
891190	765506	Письмо	444258	443853	761122,443601	АЛГОЛ 68	1972-08-25 17:00:00
891191	765507	Письмо	444258	761123	\N	\N	1972-08-25 17:00:00
891192	765508	Письмо	444258	441381	\N	\N	1972-08-25 17:00:00
891193	765509	Письмо	444258	442160	761124	\N	1972-08-25 17:00:00
891194	765510	Письмо	444258	440035	\N	\N	1972-08-25 17:00:00
891195	765511	Письмо	444258	761122,443601	443853	АЛГОЛ 68	1972-08-25 17:00:00
891196	765512	Письмо	444258	443353	443216,444342	\N	1972-08-26 17:00:00
891197	765513	Письмо	444258	442171	761125	\N	1972-08-30 17:00:00
891198	765514	Письмо	444258	442168	441628	\N	1972-08-31 17:00:00
891199	765515	Письмо	444258	440073	\N	\N	1972-08-31 17:00:00
891200	765516	Письмо	444258	443310	443304	\N	1972-08-31 17:00:00
891201	765517	Письмо	444258	441894	440371	\N	1972-08-31 17:00:00
891202	765518	Письмо	444258	440058	761126,440988,441713	\N	1972-08-31 17:00:00
891203	765519	Письмо	444258	440069	\N	\N	1972-08-31 17:00:00
891204	765520	Письмо	444258	442169	\N	\N	1972-08-31 17:00:00
891205	765521	Письмо	444258	441468,440740	443853,443432	\N	1972-08-31 17:00:00
891206	765522	Телеграмма	444258	443871	442206	\N	1972-09-01 17:00:00
891207	765523	Письмо	444258	440848	\N	\N	1972-09-01 17:00:00
891208	765524	Письмо	444258	\N	\N	\N	1972-09-01 17:00:00
891209	765525	Письмо	444258	442080	\N	\N	1972-09-01 17:00:00
891210	765526	Письмо	444258	442173	\N	\N	1972-09-01 17:00:00
891211	765527	Письмо	444258	441947	\N	\N	1972-09-05 17:00:00
891212	765528	Письмо	444258	443871	444257	\N	1972-09-05 17:00:00
891213	765529	Письмо	444258	443303	\N	\N	1972-09-05 17:00:00
891214	765530	Письмо	444258	442178	\N	\N	1972-09-05 17:00:00
891215	765531	Письмо	444258	442812	\N	PL/1	1972-09-05 17:00:00
891216	765532	Письмо	444258	442110	440100	\N	1972-09-06 17:00:00
891217	765533	Телеграмма	444258	443353	\N	\N	1972-09-14 17:00:00
891218	765534	Телеграмма	440651	444258	\N	\N	1972-09-25 17:00:00
891219	765535	Телеграмма	444258	444269	\N	\N	1972-10-02 17:00:00
891220	765536	Письмо	444258	442214	\N	\N	1972-10-09 17:00:00
891221	765537	Письмо	444258	442202	\N	\N	1972-10-09 17:00:00
891222	765538	Телеграмма	444258	442200	442938	\N	1972-10-09 17:00:00
891223	765539	Сопроводительное письмо	444237	\N	\N	ЭПСИЛОН	\N
891224	765540	Телеграмма	444258	441875	\N	\N	1972-10-09 17:00:00
891225	765541	Письмо	444258	444144	\N	\N	1972-11-04 17:00:00
